id;name;dob;affiliation
4049;M__Gosselin;1993-10-08;Beijing Normal University
4062;B__Kiefer;1978-08-18;Slovak University of Technology in Bratislava
5393;B__Chadwick;1961-10-09;University of Kentucky
4063;P__Schmitt;1954-09-17;China Agricultural University
5394;Benedikta_Palesik;1984-05-23;Beijing Normal University
4064;H__Hollenbach;1972-09-28;China Agricultural University
5395;Kotryna_Šileikytė;1966-10-03;University of Illinois
4065;Jianxiang_Shen;1951-01-14;University of Copenhagen
5396;J__Griškevičius;1975-08-21;Kyoto University
4066;M__Oberle;1957-05-31;University of Arkansas
5397;R__Stonkus;1964-03-13;University of Illinois
4067;D__Szczerba;1972-08-26;University of Nebraska-Lincoln
5398;A__Šidlauskas;1997-06-29;Kyoto University
4068;A__Kam;1958-04-26;University of Nebraska-Lincoln
5399;F__Heravi;1956-08-08;University of Illinois
4069;J__Guag;1966-02-19;Chinese Academy of Sciences
5390;J__Appleton;2002-10-29;University of Arkansas
4060;W__Bautz;1967-05-09;China Agricultural University
5391;B__Lovius;1987-02-26;University of Wisconsin-Madiso
4061;Ji_Chen;1978-09-29;Oklahoma State University
5392;G__Barry;1957-02-07;Kyoto University
4059;R__Janka;1993-12-12;Slovak University of Technology in Bratislava
4073;I__Habiballah;1980-08-02;Wuhan University
4074;B__Thors;2000-12-12;University of Copenhagen
4075;B__Hansson;1953-01-01;Chinese Academy of Sciences
4076;C__Törnevik;1950-05-18;Beijing Normal University
4077;S__Benkler;1984-02-21;Chinese Academy of Sciences
4078;Krauthamer_Victor;1974-02-14;University of Illinois
4079;J__Myklebust;1956-11-02;University of Nebraska-Lincoln
4070;N__Maalej;1989-05-12;Michigan State University
4071;C__Belhadj;1993-04-22;Beijing Normal University
4072;T__Abdel_Galil;2002-12-03;University of Nebraska-Lincoln
4084;A__Papaioannou;2000-07-21;Beijing Normal University
4085;B__McMinn;1950-05-31;Oklahoma State University
4086;A__Booth;1986-10-22;University of Copenhagen
4087;E__Grist;1980-09-20;Beijing Normal University
4088;A__Obrien;1982-03-24;University of Wisconsin-Madiso
4089;Lilly_Mathew;1973-03-30;Oklahoma State University
4080;C__Isaac;1954-05-31;Kyoto University
4081;J__H__Kim;1955-01-05;Colorado State University
4082;M__Sarntinoranont;1960-10-01;Kansas State University
4083;Chung_Huan_Li;2000-01-25;Chinese Academy of Sciences
4095;V__Hyde;1972-04-01;China Agricultural University
4096;Sarah_Eckardt;2001-04-08;Kansas State University
4097;V__Dee;1968-10-15;University of Kentucky
4098;J__Toro;1970-08-20;Oklahoma State University
4099;Shuko_Lee;1994-03-29;China Agricultural University
4090;Darlene_Steigman;1979-06-23;Stanford University
4091;Denise_Driscoll;1957-05-15;Kyoto University
4092;J__Moran_Peters;1974-09-16;Kansas State University
4093;I__Fischer;1999-02-22;University of Wisconsin-Madiso
4094;Patricia_Cordle;1967-03-27;Kyoto University
1819;Onsuthi_Pharadornuwat;1982-07-24;Colorado State University
1818;Chanapai_Chaiyakulsil;1971-12-25;University of Copenhagen
1817;W__Kanjanapatanakul;2002-11-10;Colorado State University
1816;Sangravee_Juhong;1999-06-20;University of Kentucky
1815;P__Srisan;1974-12-11;University of Illinois
1822;T__Rattananupong;1952-11-22;Kyoto University
1821;Suvaporn_Anugulruengkitt;1975-09-29;Wuhan University
1820;Nattapong_Jitrungruengnij;1976-07-27;University of Nebraska-Lincoln
1829;M__Tawan;1994-05-18;China Agricultural University
1828;P__Suchartlikitwong;1959-05-06;University of Guelph
1827;Pakpoom_Janewongwirot;1991-02-23;China Agricultural University
1826;T__Chatsuwan;1988-05-01;Chinese Academy of Sciences
1825;Noppadol_Wacharachaisurapol;1988-09-20;University of Illinois
1824;W__Jantarabenjakul;1951-11-18;China Agricultural University
1823;Mayuree_Prinyawat;1985-05-06;Colorado State University
1833;E__Halvorson;1993-12-22;University of Illinois
1832;T__Puthanakit;1967-11-18;China Agricultural University
1831;C__Pancharoen;1971-06-25;University of Arkansas
1830;Phavinee_Kanchanabutr;1952-07-19;Kyoto University
1839;K__Pate;1947-12-17;Beijing Normal University
1838;R__Chamberlain;1987-06-02;University of Copenhagen
1837;Christine_S__M__Lau;1993-10-07;Stanford University
1836;Michael_C_McCrory;1977-05-25;University of Illinois
1835;J__Skelton;1996-01-18;Michigan State University
1834;D__Case;1958-06-22;University of Kentucky
1844;I__Devrim;1992-06-14;Oklahoma State University
1843;Jessica_Layell;1959-08-28;University of Copenhagen
1842;Veronica_Rankin;1952-01-12;University of Guelph
1841;Sarah_Rutledge;1985-07-31;University of Wisconsin-Madiso
1840;Kiersten_Brelewski;1965-06-05;University of Arkansas
1849;Y__Ayhan;1992-11-11;Chinese Academy of Sciences
1848;Gamze_Gülfidan;1996-05-09;Slovak University of Technology in Bratislava
1847;Y__Oruç;1988-11-22;Colorado State University
1846;G__Ceylan;1956-03-19;China Agricultural University
1845;S__Topal;1984-07-29;University of Guelph
1855;Andrea_Pettit;1975-09-08;Wuhan University
1854;Dana_Gray;1947-09-05;Colorado State University
1853;Lauren_Dudas;1956-01-23;Kansas State University
1852;Britney_Niemann;1986-04-04;Beijing Normal University
1851;H__Ağın;1947-03-29;University of Kentucky
1850;N__Bayram;1965-07-07;Kyoto University
1859;Abby_Rothstein;1963-06-25;Wuhan University
1858;Christina_Georgeades;1987-10-28;Chinese Academy of Sciences
1857;James_M__Bardes;1962-09-21;Kansas State University
1856;Alison_M_Wilson;1952-02-27;Kansas State University
1866;K__Harrington;1975-09-25;University of Copenhagen
1865;B__Petrof;1966-09-18;Wuhan University
1864;J__Praud;1973-02-07;University of Nebraska-Lincoln
1863;A__Kawaguchi;1969-01-24;Kyoto University
1862;B__Crulli;1999-01-01;Slovak University of Technology in Bratislava
1861;K__V__Arendonk;1963-04-29;University of Illinois
1860;M__Plunk;1992-03-29;Slovak University of Technology in Bratislava
1869;M__Noubani;1952-07-10;Stanford University
1868;James_W__Schurr;1973-03-13;Oklahoma State University
1867;G__Emeriaud;1975-03-15;University of Nebraska-Lincoln
1880;V__Raman;1956-12-26;University of Arkansas
1877;A__Mclarty;2001-12-08;University of Copenhagen
1876;F__Seifert;1969-11-20;Slovak University of Technology in Bratislava
1875;T__Bilfinger;1952-10-23;Stanford University
1874;Jan_Cahill;1965-12-08;China Agricultural University
1873;Jillian_Fitzgerald;1972-02-09;University of Nebraska-Lincoln
1872;K__Dhundale;1999-09-09;Kansas State University
1871;A__Rabenstein;1995-01-14;University of Guelph
1870;L__Santore;2001-08-29;University of Kentucky
1879;Kwaku_Owusu_Bediako;1956-01-06;Kyoto University
1878;Christian_Mpody;1977-09-14;Colorado State University
1891;P__Martella;2002-01-28;Kyoto University
1890;A__Borsatti;1982-06-11;Kyoto University
1888;Mirco_Ravazzini;1969-06-23;University of Copenhagen
1887;E__Bertellini;1965-07-05;Chinese Academy of Sciences
1886;L__Brugioni;1985-12-31;China Agricultural University
1885;M__Steurer;1966-02-06;University of Copenhagen
1884;R__Dudley;1986-08-02;Oklahoma State University
1883;P__McQuillen;1998-10-25;Beijing Normal University
1882;M__Mahendra;1992-03-29;University of Wisconsin-Madiso
1881;O__Nafiu;1965-02-10;Colorado State University
1889;M__Barchetti;1989-01-14;University of Arkansas
1899;G__Pinelli;1975-08-14;University of Kentucky
1898;G__Tazzioli;1995-10-27;Beijing Normal University
1897;F__Schepis;1970-02-05;Michigan State University
1896;M__Bianchini;1955-03-01;Stanford University
1895;M__Nicolini;1953-12-23;Oklahoma State University
1894;A__Tricoli;1948-12-21;Stanford University
1893;F__Serra;1953-02-17;University of Guelph
1892;M__Girardis;2002-09-04;University of Copenhagen
10657;S__Di_Luzio;1966-05-27;Chinese Academy of Sciences
10656;G__Vianale;1992-08-27;Slovak University of Technology in Bratislava
10659;S__Franceschelli;1984-06-26;Kyoto University
10658;A__Tulli;1960-07-30;Colorado State University
10651;Jung_Hyun_Kim;1983-10-07;Stanford University
10650;Hyo_soon_Jeong;1963-06-27;Colorado State University
10653;Eung_Ryoung_Lee;2001-05-11;Beijing Normal University
10652;H__Choi;1985-03-29;University of Guelph
10655;P__Amerio;1956-05-25;University of Kentucky
10654;Ssang_Goo_Cho;1956-01-28;University of Wisconsin-Madiso
10668;R__Reish;1954-10-06;Stanford University
10667;G__D__Ledney;1988-07-28;China Agricultural University
10669;E__Eriksson;1994-08-18;Oklahoma State University
10660;A__Grilli;1989-09-05;Wuhan University
10662;W__Jiao;1982-10-15;Beijing Normal University
10661;R__Muraro;1992-12-05;University of Wisconsin-Madiso
10664;L__Cary;1999-10-31;University of Kentucky
10663;J__Kiang;1955-06-06;University of Copenhagen
10666;T__Pellmar;1976-09-05;University of Guelph
10665;T__Elliott;1964-07-09;Kyoto University
10635;R__Schwartz;1991-11-20;Wuhan University
10634;M__Fallahzadeh;1962-06-13;University of Copenhagen
10637;P__Krarup;1955-02-09;University of Illinois
10636;M__Klein;1997-04-16;Beijing Normal University
10639;M__Ågren;1951-02-01;University of Guelph
10638;J__Burcharth;1980-03-29;Kansas State University
10631;O__Zmora;1976-02-10;Kansas State University
10630;A__Hoffman;1966-04-06;Slovak University of Technology in Bratislava
10633;M__Namazi;1978-01-26;University of Wisconsin-Madiso
10632;S__Ben_Eliyahu;1970-11-16;Beijing Normal University
10646;P__Lyngstadaas;1967-07-12;Wuhan University
10645;M__Dard;1952-01-18;University of Arkansas
10648;M__Weinreb;1989-12-01;Stanford University
10647;C__Nemcovsky;1970-12-07;University of Kentucky
10649;Irina_Ignatova;1988-05-05;China Agricultural University
10640;I__Gögenur;1971-07-01;Michigan State University
10642;J__Rosenberg;1985-08-03;University of Illinois
10641;L__Jørgensen;1959-01-19;Beijing Normal University
10644;M__Topaz;1998-02-08;University of Kentucky
10643;Evgeny_Weinberg;1987-08-14;Michigan State University
10609;S__Tsuchida;1976-09-24;Wuhan University
6708;E__Zackai;2000-10-30;Kyoto University
10613;Roger_Yefi;1957-03-19;Colorado State University
6707;Alisha_Biser;1992-10-11;Chinese Academy of Sciences
10612;N__Sugino;1991-02-22;Beijing Normal University
10615;I__Niechi;1955-11-17;China Agricultural University
6709;J__Ming;1955-09-10;Kansas State University
10614;D__Ponce;2002-01-15;University of Illinois
10617;P__Cabello;1988-06-12;Kyoto University
10616;Eduardo_Silva;1981-12-07;University of Arkansas
10619;K__Marcelain;1957-04-05;Kyoto University
10618;D__Rodriguez;1947-11-21;University of Wisconsin-Madiso
6700;Muslime_Akbaba;1996-12-15;Colorado State University
6702;J__L__Aguiar;1954-01-07;Michigan State University
6701;Francisco_de_Assis_Cordeiro_Barbosa;1951-12-26;Beijing Normal University
6704;Nicodemos_Teles_de_Pontes_Filho;1963-03-20;University of Kentucky
6703;M__Lira;1963-05-31;Beijing Normal University
6706;C__Haldeman_Englert;1968-06-16;University of Arkansas
10611;F__Al_Mulla;1983-09-19;University of Arkansas
6705;Sidcley_Bernardino_Araújo;1961-06-18;University of Illinois
10610;E__Ismail;1979-10-04;University of Arkansas
6720;C__Gordon;1971-11-27;University of Illinois
6719;J__Connolly;1950-03-31;Kyoto University
10624;O__Hazut;1970-06-16;Kansas State University
6718;S__Brooks;1991-03-16;University of Illinois
10623;K__Müller_Decker;1962-09-27;University of Arkansas
10626;M__Benish;1993-05-25;Wuhan University
10625;L__Shaashua;1980-04-04;Kyoto University
10628;L__Sorski;1999-11-15;Stanford University
10627;B__Levi;1981-08-10;Chinese Academy of Sciences
10629;B__Benjamin;1948-02-21;Michigan State University
6711;Huifang_Zhou;1985-01-24;University of Arkansas
6710;X__Bi;1951-02-21;Beijing Normal University
6713;D__Zornoff;2000-09-10;Oklahoma State University
6712;Ming_Lin;1992-10-31;Beijing Normal University
6715;A__Afifi;1997-07-06;University of Nebraska-Lincoln
10620;R__Armisén;1948-04-08;Michigan State University
6714;C__Padovani;2000-09-11;University of Guelph
6717;W__Sweeney;1962-07-18;Wuhan University
10622;J__Tapia;1949-06-25;University of Copenhagen
6716;R__Djohan;1985-04-11;Stanford University
10621;A__Quest;1962-07-22;University of Wisconsin-Madiso
6731;D__Jordan;1953-11-26;University of Wisconsin-Madiso
5400;M__Omidkhoda;1971-09-05;University of Illinois
6730;T__Gardner;1987-11-08;University of Illinois
6729;R__Gabbay;1951-09-28;Kansas State University
6722;J__Zins;1963-12-13;University of Copenhagen
6721;F__Papay;1984-04-08;Beijing Normal University
6724;K__Schou;1995-08-27;University of Wisconsin-Madiso
6723;Xiaoping_Ma;1956-02-19;University of Guelph
6726;F__Harwin;1975-09-30;Kansas State University
6725;Maureen_Maloney_Schou;1956-07-16;Stanford University
6728;Clinton_Duncan;1991-05-01;Chinese Academy of Sciences
6727;J__Ng;1976-02-06;University of Arkansas
6740;J__He;1953-04-12;University of Wisconsin-Madiso
5410;S__Yassaei;1980-02-04;University of Illinois
6742;S__Marsh;1959-10-06;Stanford University
5411;A__Davari;2000-08-03;University of Kentucky
6741;F__Zhu;1975-09-23;University of Wisconsin-Madiso
5409;H__Breuning;1973-09-20;Michigan State University
10602;Y__Ouyang;1960-10-07;University of Kentucky
10601;Shen_Liu;1951-12-19;University of Nebraska-Lincoln
10604;C__Fukushima;1960-07-20;Michigan State University
10603;A__Murakami;1966-03-08;Michigan State University
10606;Kotaro_Sueoka;1994-04-13;China Agricultural University
10605;Keiko_Yoshidomi;1983-07-11;Beijing Normal University
10608;Y__Yokoyama;1974-03-19;Slovak University of Technology in Bratislava
10607;S__Nawata;1985-09-12;University of Nebraska-Lincoln
5401;Niloufar_Koohestanian;1999-12-16;Colorado State University
6733;S__Gilberg;1954-10-19;University of Copenhagen
5402;T__Hooshmand;1985-02-07;University of Nebraska-Lincoln
6732;S__R__Klapper;1984-01-31;Chinese Academy of Sciences
5403;H__Bagheri;1978-06-06;University of Illinois
6735;M__L__R__Rasmussen;1975-02-08;Colorado State University
5404;Negin_Ghaffari;1983-04-12;Stanford University
6734;A__Wong;1958-06-09;University of Guelph
5405;T__Roelofs;1963-05-15;Wuhan University
6737;W__Wang;1976-06-27;Wuhan University
5406;N__Merkens;1947-04-11;Colorado State University
6736;David_Huang;1968-11-13;Beijing Normal University
5407;J__Roelofs;1947-10-31;University of Copenhagen
6739;L‐N__Dong;1982-03-23;University of Copenhagen
10600;Y__Chai;1982-10-16;Wuhan University
5408;E__Bronkhorst;1978-04-25;Oklahoma State University
6738;N_‐Y__Chen;1983-08-15;University of Guelph
6751;C__Campos;1980-11-26;University of Arkansas
5420;N__Yanıkoğlu;1971-08-10;University of Arkansas
6750;I__Juárez;2000-02-02;Kyoto University
5421;Zeynep_Yeşil_Duymuş;1977-01-17;Stanford University
6753;E__Muñiz;1996-08-29;Michigan State University
5422;Y__Gu;1953-02-07;Beijing Normal University
6752;Jorge_Nieto;1988-06-18;University of Arkansas
5412;M__Goldani_moghadam;1998-07-28;University of Kentucky
6744;Ashminder_Kaur;1953-12-17;Kyoto University
5413;Ahmad_Kamaei;1958-04-30;University of Illinois
6743;Louise_Cho;1990-01-08;Stanford University
5414;Min_Ho_Jung;1996-05-09;University of Arkansas
6746;Kuo‐Liang_Yang;1992-03-02;University of Kentucky
5415;F__Angelieri;1958-12-13;China Agricultural University
6745;P__Lin;1951-10-05;Kansas State University
5416;Renata_Pilli_Jóias;1987-09-07;University of Nebraska-Lincoln
6748;José_Palacio_Gruber;1950-05-11;Slovak University of Technology in Bratislava
5417;E__Bresciani;1980-08-23;University of Arkansas
6747;A__Arnaiz_Villena;1949-07-19;Slovak University of Technology in Bratislava
5418;J__Noguti;1974-10-24;Kansas State University
5419;D__Ribeiro;1957-05-17;Stanford University
6749;M__Enriquez_de_Salamanca;1984-12-03;University of Copenhagen
6760;M__Greco;1956-03-11;University of Guelph
5430;C__Chung;1949-07-17;Colorado State University
6762;G__Caocci;2001-07-10;Kyoto University
4100;P__Sherwood;1976-07-29;Kyoto University
5431;P__T__Cuozzo;1984-06-01;Stanford University
6761;C__Carcassi;1963-03-07;University of Copenhagen
4101;D__Haile;1959-11-19;Kansas State University
5432;F__Mante;2001-03-03;Michigan State University
6764;K__Postema;1975-06-23;Kansas State University
4102;A__Brown;1978-10-07;Beijing Normal University
5433;R__A__Penna;2000-07-13;Colorado State University
6763;J__Brügemann;1986-07-15;Colorado State University
5423;A__Yap;1977-09-21;University of Arkansas
6755;G__la_Nasa;1993-08-09;Stanford University
5424;P__Cheang;1969-07-06;University of Nebraska-Lincoln
6754;J__Martin_Villa;2002-12-29;China Agricultural University
5425;K__Khor;1958-05-10;Colorado State University
6757;R__Littera;1958-08-27;Slovak University of Technology in Bratislava
5426;R__Kumar;1964-05-06;Colorado State University
6756;A__Vacca;1954-03-12;University of Illinois
5427;G__R__Caves;1983-02-16;Chinese Academy of Sciences
6759;S__Orrù;1992-07-31;University of Illinois
5428;B__Dinçer;1971-06-26;University of Wisconsin-Madiso
6758;E__Piras;1958-10-11;Colorado State University
5429;A__E__Erdinç;1978-09-04;University of Wisconsin-Madiso
6771;R__Goud;1981-03-25;University of Guelph
5440;O__Chevitarese;1965-05-21;China Agricultural University
6770;R__Kraaijenhagen;1970-06-03;China Agricultural University
4110;Yan_Jiang;1989-09-13;University of Copenhagen
5441;M__F__McCarthy;1986-11-07;University of Wisconsin-Madiso
6773;H__V__van_Exel;1974-09-02;Chinese Academy of Sciences
4111;Olivera_Djurovic;1959-04-10;University of Kentucky
5442;S__Hondrum;1976-11-20;Chinese Academy of Sciences
6772;I__Hellemans;1985-08-29;University of Arkansas
4112;Snežana_Radovanović;1987-07-12;China Agricultural University
5443;R__L__Beemer;1994-02-01;Beijing Normal University
6775;R__Peters;1998-05-02;Oklahoma State University
4113;N__Djonovic;1990-12-02;Oklahoma State University
5444;H__E__Howard;1973-03-17;Stanford University
6774;M__Sunamura;2002-01-25;University of Nebraska-Lincoln
4103;Simin_Li;1948-03-21;Slovak University of Technology in Bratislava
5434;B__Huey;1976-04-16;University of Copenhagen
6766;M__Oosterwijk;1973-07-30;University of Wisconsin-Madiso
4104;Yi_Li;1982-01-09;University of Wisconsin-Madiso
5435;J__Ghafari;1999-06-26;University of Guelph
6765;I__V__Van_Gelder;1956-11-18;University of Arkansas
4105;Qiu_Liang;1968-03-08;Kansas State University
5436;R__P__van_der_Linden;1992-06-28;Kyoto University
6768;H__Kemps;1953-05-11;China Agricultural University
4106;Wenjie_Yang;1980-11-15;University of Illinois
5437;L__Dermaut;2000-01-06;University of Wisconsin-Madiso
6767;D__V__van_Veldhuisen;1961-07-30;Wuhan University
4107;Rui_Zi;1999-03-11;University of Guelph
5438;J__Miguel;1957-11-02;Michigan State University
4108;Xuyi_Wu;1981-09-25;University of Copenhagen
5439;M__Almeida;1969-09-01;University of Wisconsin-Madiso
6769;M__V__van_Engen_Verheul;1997-05-03;Beijing Normal University
4109;C__Du;1973-06-25;Chinese Academy of Sciences
6780;H__Braakhuis;1973-01-03;Wuhan University
5450;Y__Tamiya;1986-04-13;University of Arkansas
6782;E__Boersma;1950-07-10;Slovak University of Technology in Bratislava
4120;T__I__Granheim;1956-11-19;China Agricultural University
5451;D_C__Smith;1952-11-26;Stanford University
6781;H__Stam;1989-07-23;Slovak University of Technology in Bratislava
4121;C__Gay;2000-04-07;University of Copenhagen
5452;V__B__Fajen;1982-12-25;Michigan State University
6784;Long_Zhao;1996-06-26;Wuhan University
4122;W__Rao;1991-05-12;Michigan State University
5453;M__G__Duncanson;1949-06-13;University of Nebraska-Lincoln
6783;R__van_den_Berg_Emons;1947-10-26;Chinese Academy of Sciences
4123;Liang_Nan_Zeng;1968-10-01;University of Arkansas
5454;R__Nanda;1981-01-12;Beijing Normal University
6786;Huaqin_Wu;2003-01-08;Slovak University of Technology in Bratislava
4124;Ji_Wen_Zhang;1965-12-01;Slovak University of Technology in Bratislava
5455;G__Currier;1952-04-26;University of Illinois
6785;Qingqiao_Song;1962-01-21;Michigan State University
4114;I__Vukomanović;1971-08-08;University of Guelph
5445;L__Mitchell;1983-12-24;Chinese Academy of Sciences
6777;I__den_Uijl;1959-09-01;University of Wisconsin-Madiso
4115;G__Gajović;1998-07-03;University of Copenhagen
5446;A__M__Compton;1954-12-25;Slovak University of Technology in Bratislava
6776;N__Peek;1954-10-04;Chinese Academy of Sciences
4116;Svetlana_Radević;1964-01-07;Chinese Academy of Sciences
5447;C__Meyers;1986-05-28;Stanford University
6779;M__Lenzen;1968-11-19;Wuhan University
4117;A__Lerdal;1999-01-18;China Agricultural University
5448;L__Lorton;1956-04-03;University of Arkansas
6778;N__ter_Hoeve;1978-05-14;University of Kentucky
4118;Line_Wangsvik_Sigurdsen;1969-10-03;China Agricultural University
5449;K__Hirota;1967-03-07;University of Nebraska-Lincoln
4119;Heidi_Hammerstad;1965-05-10;University of Wisconsin-Madiso
6791;R__Brouwers;1951-07-07;University of Nebraska-Lincoln
5460;Gülşilay_Sayar;1996-04-04;Slovak University of Technology in Bratislava
6790;Zhigang_Li;1999-04-21;Oklahoma State University
4130;Juan_Zhang;1976-06-03;Oklahoma State University
5461;D__Kılınç;1988-01-13;Wuhan University
6793;H__Jørstad;1997-11-16;University of Kentucky
4131;Kelly_Z__Peng;1990-12-27;University of Arkansas
5462;Gülşilay_Sayar;1980-01-04;Kyoto University
6792;J__V__van_Hal;1997-04-15;China Agricultural University
4132;Y__Xiang;1972-08-05;University of Guelph
5463;S__Grover;1979-03-20;University of Wisconsin-Madiso
6795;R__Kraaijenhagen;1978-09-10;University of Guelph
4133;Bingqiao_Liu;1975-01-08;Kyoto University
5464;M__Sidhu;1953-05-17;Oklahoma State University
6794;E__D__de_Kluiver;1980-12-04;China Agricultural University
4134;Bao_Y__Chi;1949-01-11;University of Illinois
5465;M__Prabhakar;1960-05-17;Colorado State University
6797;M__R__van_der_Linde;1986-12-06;Chinese Academy of Sciences
10691;L__Kinzl;1984-11-26;University of Kentucky
4135;Gates;1992-10-28;University of Guelph
5466;Sanghamitra_Jena;1956-09-16;Kansas State University
6796;P__Kuijpers;1974-07-10;University of Illinois
10690;L__Claes;1971-07-11;Oklahoma State University
4125;Qian_Qian_Zong;1956-02-10;University of Guelph
5456;P__V__Angolkar;2000-07-07;Oklahoma State University
6788;Jiani_Wu;1988-04-26;Kyoto University
10693;I__de_Hingh;1979-06-23;Slovak University of Technology in Bratislava
4126;Feng_rong_An;1958-03-21;University of Arkansas
5457;P__Cook;1969-02-05;Stanford University
6787;Yanli_Wang;1981-02-25;Kansas State University
10692;A__Beck;1982-06-30;University of Guelph
4127;C__Ng;1960-07-05;University of Wisconsin-Madiso
5458;C__Youngson;1956-04-01;China Agricultural University
10695;R__Lomme;1973-11-13;University of Wisconsin-Madiso
4128;G__Ungvari;1952-12-30;Chinese Academy of Sciences
5459;Delal_Dara_Kilinç;1999-03-21;University of Wisconsin-Madiso
6789;J__Fang;1983-06-28;Slovak University of Technology in Bratislava
10694;H__van_Goor;2000-04-05;Wuhan University
4129;Fang_Yu_Yang;1978-12-25;Chinese Academy of Sciences
10697;T__Hendriks;1954-05-15;Slovak University of Technology in Bratislava
10696;R__Bleichrodt;1961-03-07;Oklahoma State University
10699;S__Patyna;1995-05-17;University of Wisconsin-Madiso
10698;W__Duan;1992-08-28;University of Copenhagen
5470;A__Bedran_Russo;1998-01-15;Beijing Normal University
4140;B__Kaplan;1972-12-23;Stanford University
5471;Fabiana_Godoy;2001-09-27;Beijing Normal University
4141;J__Raymond;1994-01-31;Colorado State University
5472;J__R__Laureano_Filho;1948-08-20;Stanford University
4142;M__Karahmadi;1964-04-02;Stanford University
5473;A__Rosenblatt;1991-10-24;University of Illinois
4143;M__Salehi;1974-07-06;Michigan State University
5474;F__Oryan;1955-08-28;University of Arkansas
4144;M__Rezayi;1948-09-25;University of Guelph
5475;J__Li;1954-04-05;Oklahoma State University
4145;B__Mahaki;1984-12-26;University of Copenhagen
5476;I__Shibuya;1988-08-09;University of Guelph
4146;K__Gadow;1993-04-24;Kyoto University
5477;I__Teshima;1986-08-18;University of Nebraska-Lincoln
4136;Potting;1977-03-20;Michigan State University
5467;S__Soni;1951-06-23;University of Illinois
6799;N__Uszko‐Lencer;1963-09-13;Wuhan University
4137;Taylor;1999-02-09;Kansas State University
5468;Sarah_Al_Twaijri;1973-03-22;University of Illinois
6798;R__Spee;1958-09-17;University of Kentucky
4138;Velikson;1988-10-10;University of Kentucky
5469;G__Viana;1978-08-23;Colorado State University
4139;J__E__Fagan;1965-11-02;Michigan State University
4150;Keremkleroo_Jym_L__Adil;1952-04-20;Chinese Academy of Sciences
5481;E__Santanna;1959-08-31;University of Copenhagen
4151;Onjeon_Ryu;1984-05-26;University of Arkansas
5482;Márlio_Vinícius_de_Oliveira;1972-12-28;Michigan State University
4152;Schley_Valencia;1967-06-19;Michigan State University
5483;Luiz_Antônio_Alves_Bernardes;1992-06-03;Chinese Academy of Sciences
4153;Ryeong_Eun_Kim;1955-11-04;Slovak University of Technology in Bratislava
5484;R__Hobson;1962-02-16;University of Nebraska-Lincoln
4154;H__Kim;1955-07-22;Michigan State University
5485;A__Rugg_Gunn;1962-02-24;University of Copenhagen
4155;J__Cheong;1951-09-07;Michigan State University
5486;L__Hitmi;1963-08-06;Kansas State University
4156;K__Kwon;1975-02-09;University of Nebraska-Lincoln
5487;C__Muller;1971-09-28;University of Illinois
4157;H__Kim;1954-10-13;China Agricultural University
5488;M__Mujajic;1965-02-19;Oklahoma State University
5480;A__C__de_Oliveira_Ruellas;1964-08-05;Beijing Normal University
10679;J__Sagartz;2002-07-24;University of Arkansas
10678;J__Kramer;1966-01-20;Kansas State University
4147;H__Levinson;1963-09-23;University of Copenhagen
5478;K__Nemoto;1953-11-21;Michigan State University
10671;G__Ghatnekar;1954-10-01;Beijing Normal University
4148;Donghyun_Park;1994-11-07;University of Wisconsin-Madiso
5479;N__Nishiyama;1979-03-09;Beijing Normal University
10670;J__M__Rhett;1963-07-01;Kyoto University
4149;Darine_Froy_N__Mabunga;1958-10-01;Michigan State University
10673;Michael_P__OQuinn;1985-12-26;Oklahoma State University
10672;Joseph_A__Palatinus;1973-04-02;Slovak University of Technology in Bratislava
10675;R__Gourdie;1977-12-01;Michigan State University
10674;M__Yost;1948-03-29;University of Arkansas
10677;N__Khan;1967-07-24;Oklahoma State University
10676;R__R__Bell;1985-09-09;University of Arkansas
4161;S__Leucht;1983-08-09;Wuhan University
5492;U__Fritz;1998-06-10;Wuhan University
4162;B__Helfer;1969-06-26;University of Wisconsin-Madiso
5493;E__Nkenke;1996-07-16;Wuhan University
4163;M__Dold;1976-06-06;Stanford University
5494;U__Hirschfelder;1990-02-25;China Agricultural University
4164;Werner_Kissling;1974-04-27;University of Illinois
5495;P__Martus;1965-12-19;Michigan State University
4165;J__Mcgrath;1995-08-29;Chinese Academy of Sciences
5496;H__Eberhard;1984-10-25;University of Wisconsin-Madiso
4166;H__Conklin;1997-06-24;Michigan State University
5497;N__Atack;1992-05-17;University of Kentucky
4167;W__Reddick;1997-02-11;Michigan State University
5498;M__Addy;1990-04-28;University of Illinois
10680;D__Morris;1970-12-18;University of Illinois
4168;J__Ashford;1991-09-05;Oklahoma State University
5499;B__Mizrahi;1960-10-02;Kyoto University
5490;P__Diedrich;1983-10-05;Oklahoma State University
4160;C__Shin;1980-10-27;Kyoto University
5491;H__Wehrbein;1958-01-14;Wuhan University
10689;P__Augat;1949-01-28;Oklahoma State University
4158;Seol_Heui_Han;2002-07-29;University of Arkansas
5489;J__Attal;1958-01-09;Beijing Normal University
10682;K__Sivamani;1963-11-01;University of Guelph
4159;S__Jeon;1994-08-08;Beijing Normal University
10681;Raja;1978-01-10;Chinese Academy of Sciences
10684;R__Isseroff;1997-07-21;University of Copenhagen
10683;M__S__Garcia;1958-08-28;Slovak University of Technology in Bratislava
10686;D__Reh;2002-03-25;China Agricultural University
10685;M__Wax;1984-01-20;University of Guelph
